2025-07-31 12:49:18,796 [INFO] django.server: "POST /api/token/ HTTP/1.1" 200 965
2025-07-31 12:50:02,449 [INFO] django.server: "GET /api/talent-engine/video-sessions HTTP/1.1" 301 0
2025-07-31 12:50:18,960 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-07-31 13:24:00,688 [INFO] django.server: "GET /api/talent-engine/video-sessions HTTP/1.1" 301 0
2025-07-31 13:24:00,745 [WARNING] django.request: Unauthorized: /api/talent-engine/video-sessions/
2025-07-31 13:24:00,746 [WARNING] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 401 183
2025-07-31 13:24:05,572 [INFO] django.server: "GET /api/talent-engine/video-sessions HTTP/1.1" 301 0
2025-07-31 13:24:05,631 [WARNING] django.request: Unauthorized: /api/talent-engine/video-sessions/
2025-07-31 13:24:05,632 [WARNING] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 401 58
2025-07-31 13:24:09,414 [INFO] django.server: "POST /api/token/ HTTP/1.1" 200 965
2025-07-31 13:24:20,283 [INFO] django.server: "GET /api/talent-engine/video-sessions HTTP/1.1" 301 0
2025-07-31 13:24:20,340 [WARNING] django.request: Unauthorized: /api/talent-engine/video-sessions/
2025-07-31 13:24:20,341 [WARNING] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 401 58
2025-07-31 13:24:23,294 [INFO] django.server: "GET /api/talent-engine/video-sessions HTTP/1.1" 301 0
2025-07-31 13:24:23,369 [INFO] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 200 2
2025-07-31 13:25:12,201 [INFO] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 200 2
2025-07-31 13:25:20,118 [WARNING] django.request: Bad Request: /api/talent-engine/video-sessions/
2025-07-31 13:25:20,118 [WARNING] django.server: "POST /api/talent-engine/video-sessions/ HTTP/1.1" 400 87
2025-07-31 13:31:09,935 [INFO] django.utils.autoreload: C:\Users\CPT-003\Desktop\CRM\crm_api\talent_engine\views.py changed, reloading.
2025-07-31 13:31:09,979 [INFO] django.utils.autoreload: C:\Users\CPT-003\Desktop\CRM\crm_api\talent_engine\views.py changed, reloading.
2025-07-31 13:31:16,252 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-07-31 13:31:16,613 [INFO] django.utils.autoreload: Watching for file changes with StatReloader
2025-07-31 13:31:36,814 [WARNING] django.request: Bad Request: /api/talent-engine/video-sessions/
2025-07-31 13:31:36,815 [WARNING] django.server: "POST /api/talent-engine/video-sessions/ HTTP/1.1" 400 50
2025-07-31 13:33:57,945 [WARNING] django.request: Not Found: /api/talent-engine-job-applications/
2025-07-31 13:33:57,946 [WARNING] django.server: "GET /api/talent-engine-job-applications/ HTTP/1.1" 404 13504
2025-07-31 13:34:12,466 [WARNING] django.request: Unauthorized: /api/talent-engine-job-applications/applications/
2025-07-31 13:34:12,467 [WARNING] django.server: "GET /api/talent-engine-job-applications/applications/ HTTP/1.1" 401 183
2025-07-31 13:34:35,469 [INFO] django.server: "GET /api/talent-engine-job-applications/applications/ HTTP/1.1" 200 5681151
2025-07-31 13:35:14,499 [INFO] django.server: "GET /api/talent-engine-job-applications/applications/ HTTP/1.1" 200 5681151
2025-07-31 13:36:18,982 [INFO] django.server: "GET /api/talent-engine-job-applications/applications/PRO-5385/ HTTP/1.1" 200 1055
2025-07-31 13:36:51,374 [INFO] talent_engine: Video session created for job application llDkIGmLfd - New architecture lead (proliance) in tenant proliance
2025-07-31 13:36:51,375 [INFO] django.server: "POST /api/talent-engine/video-sessions/ HTTP/1.1" 201 290
2025-07-31 13:37:19,334 [INFO] django.server: "GET /api/docs/ HTTP/1.1" 200 4640
2025-07-31 13:37:59,131 [INFO] django.server: "GET /api/talent-engine-job-applications/applications/PRO-5385/ HTTP/1.1" 200 1055
2025-07-31 13:38:45,125 [INFO] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 200 292
2025-07-31 13:39:33,058 [INFO] django.server: "GET / HTTP/1.1" 200 188
2025-07-31 13:39:36,419 [INFO] django.server: "GET /api/docs/ HTTP/1.1" 200 4640
2025-07-31 13:39:36,884 [ERROR] talent_engine: No tenant associated with the request
2025-07-31 13:39:36,884 [ERROR] talent_engine: No tenant associated with the request
2025-07-31 13:39:36,886 [ERROR] talent_engine: No tenant associated with the request
2025-07-31 13:39:36,905 [WARNING] talent_engine: Invalid unique_link format: 
2025-07-31 13:39:36,929 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,930 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:36,932 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,932 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:36,934 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,934 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:36,935 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,935 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:36,936 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,936 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:36,938 [WARNING] core: No valid Bearer token provided
2025-07-31 13:39:36,938 [ERROR] core: Error extracting tenant: Invalid token format
2025-07-31 13:39:37,003 [INFO] django.server: "GET /api/schema/ HTTP/1.1" 200 206413
2025-07-31 13:40:17,477 [INFO] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 200 292
2025-07-31 13:41:34,938 [INFO] talent_engine: User support@prolianceltd.com joined session cce05108-2ed6-4cf4-bd35-45cb1d5be2ea in tenant proliance
2025-07-31 13:41:34,939 [INFO] django.server: "POST /api/talent-engine/video-sessions/join/ HTTP/1.1" 200 197
2025-07-31 13:41:48,076 [INFO] django.server: "GET /api/talent-engine/video-sessions/ HTTP/1.1" 200 489
2025-07-31 13:50:29,373 [INFO] django.utils.autoreload: C:\Users\CPT-003\Desktop\CRM\crm_api\talent_engine\views.py changed, reloading.
